filename,original,descriptions
img_0130,"Left Justified Fancy Section Headings
 
 With a slight modification to the code found here developed by Gonzalo Medina, how to keep the section and subsectioning numbering justified to the left and still have the colored boxes and line? Something to this effect:
 
 Here is the modified code for the margin justification of the sectioning numbering:
 \documentclass[11pt,fleqn]{book}
 \usepackage[english]{babel}
 \usepackage{lipsum}
 \usepackage{xcolor}
 \usepackage{tikz}
 \usepackage{mathtools,amsfonts,amssymb,amsthm}
 \usepackage[most]{tcolorbox}
 \definecolor{ocre}{RGB}{52,177,201}
 \definecolor{ultramarine}{RGB}{0,45,97}
 \definecolor{mybluei}{RGB}{0,173,239}
 \definecolor{myblueii}{RGB}{63,200,244}
 \definecolor{myblueiii}{RGB}{199,234,253}
 
 \usepackage{fourier}
 \usepackage[explicit,calcwidth]{titlesec}
 
 \renewcommand\thechapter{\arabic{chapter}}
 
 \newcommand\chapnumfont{%
 \fontsize{380}{130}\color{myblueii}\selectfont%
 }
 
 \newcommand\chapnamefont{%
 \normalfont\color{white}\scshape\small\bfseries
 }
 
 \titleformat{\chapter}
 {\normalfont\huge\filleft}
 {}
 {0pt}
 {\stepcounter{chapshift}%
 \begin{tikzpicture}[remember picture,overlay]
 \fill[myblueiii]
 (current page.north west) rectangle ([yshift=-13cm]current page.north east);
 \node[
 fill=mybluei,
 text width=2\paperwidth,
 rounded corners=6cm,
 text depth=18cm,
 anchor=center,
 inner sep=0pt] at (current page.north east) (chaptop)
 {\thechapter};%
 \node[
 anchor=south east,
 inner sep=0pt,
 outer sep=0pt] (chapnum) at ([xshift=-20pt]chaptop.south)
 {\chapnumfont\thechapter};
 \node[
 anchor=south,
 inner sep=0pt] (chapname) at ([yshift=2pt]chapnum.south)
 {};
 \node[
 anchor=north east,
 align=right,
 inner xsep=0pt] at ([yshift=-0.5cm]chapname.east|-chapnum.south)
 {\parbox{.7\textwidth}{\raggedleft#1}};
 \end{tikzpicture}%
 }
 
 \titleformat{name=\chapter,numberless}
 {\normalfont\huge\filleft}
 {}
 {0pt}
 {\begin{tikzpicture}[remember picture,overlay]
 \fill[myblueiii]
 (current page.north west) rectangle ([yshift=-13cm]current page.north east);
 \node[
 fill=mybluei,
 text width=2\paperwidth,
 rounded corners=6cm,
 text depth=18cm,
 anchor=center,
 inner sep=0pt] at (current page.north east) (chaptop)
 {};%
 \node[
 anchor=south east,minimum width=2in,
 inner sep=0pt,
 outer sep=0pt] (chapnum) at ([xshift=-20pt]chaptop.south)
 {};
 \node[
 anchor=south,
 inner sep=0pt] (chapname) at ([yshift=2pt]chapnum.south)
 {};
 \node[
 anchor=north east,
 align=right,
 inner xsep=0pt] at ([yshift=-0.5cm]chapname.east|-chapnum.south)
 {\parbox{.7\textwidth}{\raggedleft#1}};
 \end{tikzpicture}%
 }
 
 \titlespacing*{\chapter}{0pt}{0pt}{3.5in}
 \titlespacing*{name=\chapter,numberless}{0pt}{0pt}{3.5in}
 
 \makeatletter
 \renewcommand{\@seccntformat}[1]{\llap{\textcolor{ocre}{\csname the#1\endcsname}\hspace{1em}}}
 \renewcommand{\section}{\@startsection{section}{1}{\z@}
 {-4ex \@plus -1ex \@minus -.4ex}
 {1ex \@plus.2ex }
 {\normalfont\large\sffamily\bfseries}}
 \renewcommand{\subsection}{\@startsection {subsection}{2}{\z@}
 {-3ex \@plus -0.1ex \@minus -.4ex}
 {0.5ex \@plus.2ex }
 {\normalfont\sffamily\bfseries}}
 \renewcommand{\subsubsection}{\@startsection {subsubsection}{3}{\z@}
 {-2ex \@plus -0.1ex \@minus -.2ex}
 {.2ex \@plus.2ex }
 {\normalfont\small\sffamily\bfseries}}
 \renewcommand\paragraph{\@startsection{paragraph}{4}{\z@}
 {-2ex \@plus-.2ex \@minus .2ex}
 {.1ex}
 {\normalfont\small\sffamily\bfseries}}
 
 %\titleformat{\section}
 % {\addtolength{\titlewidth}{4pc}\normalfont\Large\sffamily\bfseries}
 % {\colorbox{myblueii}{\parbox{2cm}{\strut\color{white}\hfill\thesection}}}
 % {1em}{#1}
 % [{\titleline*[l]{\color{myblueii}\titlerule[1.5pt]}}]
 %\titleformat{\subsection}
 % {\addtolength{\titlewidth}{2pc}\normalfont\large\sffamily}
 % {\colorbox{myblueii}{\parbox{2cm}{\strut\color{white}\hfill\thesubsection}}}
 % {1em}{#1}
 % [{\titleline*[l]{\color{myblueii}\titlerule[1.5pt]}}]
 
 \usetikzlibrary{calc}
 \pagestyle{plain}
 
 \newcounter{chapshift}
 \addtocounter{chapshift}{-1}
 
 \newcommand\BoxColor{myblueii}
 
 \def\subsectiontitle{}
 \renewcommand{\sectionmark}[1]{\markright{\sffamily\normalsize#1}{}}
 \renewcommand{\subsectionmark}[1]{\def\subsectiontitle{#1}}
 
 
 \usepackage{etoolbox,fancyhdr}
 
 \pagestyle{fancy}
 
 \renewcommand{\headrule}{{\color{myblueii}%
 \hrule width\headwidth height\headrulewidth depth\headrulewidth}}
 
 \renewcommand{\chaptermark}[1]{\markboth{\sffamily\normalsize\bfseries \ #1}{}}
 \renewcommand{\sectionmark}[1]{\markright{\sffamily\normalsize#1}{}}
 \fancyhf{} \fancyhead[LE,RO]{\sffamily\normalsize\colorbox{myblueii}{\color{white}\sffamily\bfseries\strut\quad\thepage\quad}}
 \fancyhead[LO]{\textcolor{mybluei} \rightmark%
 \begin{tikzpicture}[overlay,remember picture]
 \node[fill=\BoxColor,inner sep=-1pt,rectangle,text width=1cm,
 text height=28cm,align=center,anchor=north east]
 at ($ (current page.north east) $)
 {\rotatebox{90}{\parbox{18cm}{%
 \centering\textcolor{white}{\bfseries\scshape\thechapter.\leftmark \hspace{2cm}\rightmark\hspace{2cm}\thesubsection~\subsectiontitle}}}};
 \end{tikzpicture}}
 \fancyhead[RE]{\textcolor{mybluei}\leftmark%
 \begin{tikzpicture}[overlay,remember picture]
 \node[fill=\BoxColor,inner sep=0pt,rectangle,text width=1cm,
 text height=28cm,align=center,anchor=north west]
 at ($ (current page.north west) $)
 {\rotatebox{90}{\parbox{18cm}{%
 \centering\textcolor{white}{\bfseries\scshape\thechapter.\leftmark \hspace{2cm}\rightmark\hspace{2cm}\thesubsection~\subsectiontitle}}}};
 \end{tikzpicture}}
 \renewcommand{\headrulewidth}{.5pt}
 \addtolength{\headheight}{2.5pt}
 \newcommand{\footrulecolor}[1]{\patchcmd{\footrule}{\hrule}{\color{#1}\hrule}{}{}}
 \renewcommand{\headrulewidth}{.5pt}
 \addtolength{\headheight}{2.5pt}
 \renewcommand{\footrulewidth}{.5pt}
 \fancyfoot[LE,RO]{\footnotesize\bfseries\itshape Foot 1}
 \fancyfoot[C]{\footnotesize\bfseries Foot 2}
 \fancyfoot[RE,LO]{\footnotesize\bfseries\itshape Foot 3}
 
 \fancypagestyle{plain}{%
 \fancyhf{}%
 \renewcommand{\headrulewidth}{0pt}
 \renewcommand{\footrulewidth}{0pt}
 }
 
 \makeatletter
 \renewcommand{\cleardoublepage}{
 \clearpage\ifodd\c@page\else
 \hbox{}
 \vspace*{\fill}
 \thispagestyle{empty}
 \newpage
 \fi}
 \makeatother
 
 \begin{document}
 \chapter{This is how it all began}
 \section{Introduction}
 \lipsum[4]
 \subsection{Sub Introduction}
 \lipsum[1-10]
 
 \chapter{This is how it all ended}
 \section{Time to say ""Goodbye""}
 \lipsum
 
 \end{document}","A block of texts formatted in paragraph style. The text is written in black, aligned and appears to be a placeholder text in Latin."
img_0131,Random environment on vertices,"A graph that consists of a horizontal sequence of connected circles, each labeled with indices from k-2 to k+2. On both ends its indicated with ellipses that the pattern continues indefinitely. Each neighboring pair of circles is connected by two directed curved arrows pointing in opposite directions. Starting from the left, the arrows pointing to the right are labeled $\lambda_{\ell}(k-2)$, $\lambda_{\ell}(k-1)$, $\lambda_{\ell}(k)$ and $\lambda_{\ell}(k+1)$. In the reverse direction, the arrows pointing to the left are labeled $\lambda_{\ell}(k+2)$, $\lambda_{\ell}(k+1)$, $\lambda_{\ell}(k)$ and $\lambda_{\ell}(k-1)$."
img_0132,"Multiple line in forest node using math
 
 I am trying to reproduce this excellent picture
 
 but I ended quite soon with errors:
 
 C:\Program Files (x86)\MiKTeX 2.9\tex\latex\pgfplots\pgfplots.sty:48: Package pgfkeys Error: I do not know the key '/tikz/$w(x)', to which
 you passed '(b - x)^{\alpha }(x - a)^{\beta }$', and I am going to
 ignore it. Perhaps you misspelled it. [\end{forest}] C:\Program Files
 (x86)\MiKTeX 2.9\tex\latex\pgfplots\pgfplots.sty:48: Missing $
 inserted. [\end{forest}]
 
 \documentclass[]{standalone}
 \usepackage[utf8]{inputenc}
 \usepackage[czech]{babel}
 \usepackage{amsmath}
 \usepackage{amsfonts}
 \usepackage{amssymb}
 \usepackage{graphicx}
 \usepackage{float}
 \usepackage{forest}
 \usepackage{tikz}
 \usepackage{pgfplots}
 
 \forestset{qtree/.style={for tree={parent anchor=south, 
 child anchor=north,align=center,inner sep=0pt}}}
 
 \begin{document}
 
 
 \begin{forest}baseline, qtree
 [Obecné Jakobiho polynomy $P_n^{(\alpha,\beta)}$ \\ $X = (b - x)(x - a)$, $w(x) = (b - x)^{\alpha}(x - a)^{\beta}$
 [DP]
 [V’
 [V[sent]]
 [DP[Mary]]
 [DP[D[a]][NP[letter]]]
 ]
 ]
 \end{forest}
 
 
 
 \end{document}
 
 What is wrong? Is it possible to make left and right aligned math as in the original tree?","A tree-like graph with a vertical layout, that progresses from top to bottom, with branching paths. The top node has a vertical arrow pointing downward to the next node. From there another vertical arrow points to the next node, which branches into two paths: two diagonal arrows extend downward, one to the left and one to the right. The left branch stops, while the right branch continues further with a vertical arrow leading to a final node. Each of the nodes are labeled with the general Jacobi polynomials and its definitions."
img_0133,It is impossible to insert a circular arc that touches both $u$ and $v$. This illustrates a topological Henneberg move that cannot be represented by contacts of circular arcs given this representation of the initial graph.,"A ladder-like figure with two vertical lines on the left and right, labeled u and v. These vertical lines are connected at the top and bottom by horizontal bars, forming a square. Inside the square three vertical lines extend from the top or bottom lines towards the other side, but do not reach all the way across. One vertical line descend from the top horizontal line at the center, while two vertical lines rise from the bottom line, symmetrically placed to the left and right of the center."
img_0134,"Latex code for patch simulation
 
 I am trying to code the above picture.
 This is my current code, but it does not look like the intended figure:
 \begin{tikzpicture}
 \draw[thick,->] (0,0) -- (8.5,0);
 \draw[thick,->] (0,0) -- (0,4.5);
 \draw[thick,-] (1,0) -- (1,1);
 \draw[thick,-] (2,0) -- (2,1);
 \draw[thick,-] (3,0) -- (3,1);
 \draw[thick,-] (4,0) -- (4,1);
 \draw[thick,-] (5,0) -- (5,1);
 \draw[thick,-] (6,0) -- (6,1);
 \draw[thick,-] (7,0) -- (7,1);
 %\draw[thick,-] (4,0) -- (4,1);
 \foreach \x in {0,1,2,3,4,5,6,7,8}
 \draw (\x cm,1pt) -- (\x cm,-1pt) node[anchor=north] {$\x$};
 \foreach \y in {0,1,2,3,4}
 \draw (1pt,\y cm) -- (-1pt,\y cm) node[anchor=east] {$\y$};
 \end{tikzpicture}
 
 How can I change my code to obtain the desired output?","A diagram with a horizontal black line with three marked points labeled $X_i$, $X_{i+1}$ and $X_{i+2}$, each indicated by a black dot. Around each of these points, a vertical pair of lines encloses a rectangular region labeled ""Patch"" in blue, which has a black double sided arrow labeled $\Delta X$. Between each pair of these patches is a labeled region labeled ""Gap"" in blue, shown with horizontal double sided blue arrows. Each arrow is also labeled $\Delta X$ in black. The area between Patch and Gap is labeled ""BC"" in blue."
img_0135,"tikz-3d shifting rectangle
 
 Consider the following code:
 \documentclass{article}
 \usepackage{tikz}
 \usepackage{tikz-3dplot}
 \usepackage{amsmath}
 
 \newcommand{\ptsize}{1.5pt}
 
 \usepackage{xcolor}
 \definecolor{MyColor1}{rgb}{0.24, 0.59, 0.32}
 \definecolor{MyColor2}{rgb}{0.85, 0.49, 0.19}
 \definecolor{MyColor3}{rgb}{0.22, 0.42, 0.69}
 
 \begin{document}
 \tdplotsetmaincoords{75}{130}
 \begin{tikzpicture}[tdplot_main_coords]
 
 % Define all the nodes necessary for the drawing
 \coordinate (alpha1) at (1,-1,0);
 \coordinate (alpha2) at (0,1,-1);
 \coordinate (alpha3) at (0,0,2);
 
 \coordinate (12) at ($ (alpha1) + (alpha2) $);
 \coordinate (23) at ($ (alpha2) + (alpha3) $);
 \coordinate (123) at ($ (alpha1) + (alpha2) + (alpha3) $);
 \coordinate (223) at ($ (alpha2) + (alpha2) + (alpha3) $);
 \coordinate (1223) at ($ (alpha1) + (alpha2) + (alpha2) + (alpha3) $);
 \coordinate (11223) at ($ (alpha1) + (alpha1) + (alpha2) + (alpha2) + (alpha3) $);
 
 \coordinate (-alpha1) at (-1,1,0);
 \coordinate (-alpha2) at (0,-1,1);
 \coordinate (-alpha3) at (0,0,-2);
 
 \coordinate (-12) at ($ (-alpha1) + (-alpha2) $);
 \coordinate (-23) at ($ (-alpha2) + (-alpha3) $);
 \coordinate (-123) at ($ (-alpha1) + (-alpha2) + (-alpha3) $);
 \coordinate (-223) at ($ (-alpha2) + (-alpha2) + (-alpha3) $);
 \coordinate (-1223) at ($ (-alpha1) + (-alpha2) + (-alpha2) + (-alpha3) $);
 \coordinate (-11223) at ($ (-alpha1) + (-alpha1) + (-alpha2) + (-alpha2) + (-alpha3) $);
 
 % Draw the black polygon
 \begin{scope}[opacity=0.5]
 \draw (alpha3) -- (11223) -- (-alpha3) -- (-11223) -- (alpha3);
 \draw (alpha3) -- (223) -- (-alpha3) -- (-223) -- (alpha3);
 \end{scope}
 
 % Draw the nodes for the roots in appropriate colors
 \begin{scope}[MyColor3]
 \draw[fill] (alpha3) circle (\ptsize);
 \draw[fill] (-alpha3) circle (\ptsize);
 \end{scope}
 
 \begin{scope}[MyColor2]
 \draw[fill] (alpha1) circle (\ptsize);
 \draw[fill] (223) circle (\ptsize);
 \draw[fill] (1223) circle (\ptsize);
 \draw[fill] (11223) circle (\ptsize);
 \draw[fill] (-alpha1) circle (\ptsize);
 \draw[fill] (-223) circle (\ptsize);
 \draw[fill] (-1223) circle (\ptsize);
 \draw[fill] (-11223) circle (\ptsize);
 \end{scope}
 
 \begin{scope}[MyColor1]
 \draw[fill] (alpha2) circle (\ptsize);
 \draw[fill] (12) circle (\ptsize);
 \draw[fill] (23) circle (\ptsize);
 \draw[fill] (123) circle (\ptsize);
 \draw[fill] (-alpha2) circle (\ptsize);
 \draw[fill] (-12) circle (\ptsize);
 \draw[fill] (-23) circle (\ptsize);
 \draw[fill] (-123) circle (\ptsize);
 \end{scope}
 
 % Draw the orange rectangle
 \draw[MyColor2] (11223) -- (223) -- (-11223) -- (-223) -- (11223);
 
 % Draw the upper green rectangle
 \draw[MyColor1] (-alpha2) -- (123) -- (23) -- (-12) -- (-alpha2);
 
 % Draw the upper green rectangle
 \draw[MyColor1] (12) -- (-23) -- (-123) -- (alpha2) -- (12);
 
 % Nodes for the names
 \node (alpha1-name) at (1.4,-1,0) {$\alpha_1$};
 \node (alpha2-name) at (0,1.4,-1) {$\alpha_2$};
 \node (alpha3-name) at (0,0,2.3) {$\alpha_3$};
 
 \begin{scope}[shift={(0,0,15)}]
 \draw[dashed] (alpha1) -- (1223) -- (-alpha1) -- (-1223) -- (alpha1); 
 \end{scope}
 
 \end{tikzpicture}
 \end{document}
 
 which produces the picture
 
 I'm currently trying to shift the dashed rectangle by a certain amount in the z-direction of the graph. Following this my attempt can be found in the above code 
 \begin{scope}[shift={(0,0,15)}]
 \draw[dashed] (alpha1) -- (1223) -- (-alpha1) -- (-1223) -- (alpha1); 
 \end{scope}
 
 but this doesn't produce any changes. So presumably I'm misunderstanding how this shift command is supposed to work... Ideally I'd like to define new coordinates at the edges of the shifted rectangle, but I'm not really sure if this can be done..","A diagram composed of vertices and edges forming a diamond-like structure. It contains multiple layers of vertices arranged horizontal connected vertically by edges to form a diamond shape. At the top and bottom of the diagram are blue dots connected by straight gray lines to the outside of the structure. The top vertex is labeled $\alpha_3$ and the bottom vertex is unlabeled. In the center of the diagram, three horizontal layers of colored vertices are connected. The middle layer consists of orange vertices forming a rectangle labeled $\alpha_1$. The lower layer of colored vertices, also arranged in a rectangle is composed of green vertices and labeled $\alpha_2$. The same green rectangle is above the orange rectangle but unlabeled. The top blue vertex has dashed edges surrounding it."
img_0136,"Three edge-addition scenarios respectively corresponding to $\alpha$, $\beta$ and $\gamma$ (from left to right)","The figure consists of three graphs, each containing a gray region and two nodes connected by an edge. In the left graph, a blue node i inside the gray region is connected by an arrow from a white node u outside the region. In the center graph, both nodes i and j are inside the gray region, with an arrow directed from j to i. In the right graph, a blue node j inside the gray region connects to a white node u outside the region with an arrow."
img_0137,General system pipeline. $W_{x}$ is the input to the system and \\$O_{x}$ is the output before the pre-training task layer (MLM / NSP).,"Two parallel vertical pipelines, each pipeline consists of three layers arranged from top to bottom connected by arrows. The pipeline begins on the left side at the bottom with three tokens labeled $W_1$ $W_2$, and $W_3$. These tokens feed into a horizontal rectangular block labeled ""BERT Encoder."" Above the encoder are three outputs labeled $O_1$, $O_2$, and $O_3$, each of which is directly connected to a top-level block labeled ""Pre-training Task Layer"". On the right side, a nearly identical pipeline is shown. It also starts at the bottom with the same three tokens $W_1$, $W_2$, and $W_3$, feeding into another “BERT Encoder” block. The outputs $O_1$, $O_2$, and $O_3$ from this encoder are connected to a different top-level block labeled “Classification Layer"". A curved arrow labeled “Swapping last layer” connects the “Pre-training Task Layer” on the left to the “Classification Layer” on the right. Another curved arrow labeled “ULMFiT fine-tuning” points Classification Layer downward to BERT Encoder."
img_0138,Vector arrangements from flattenings at three points on $ab$,"Three graphs, each featuring a vertical bidirectional arrow between nodes a (bottom) and b (top). In the left graph, two additional arrows intersect near node a: one points left and is labeled c, while the other extends diagonally upward to the right and is labeled g. In the middle graph, the vertical arrow between a and b remains unchanged, but a single continuous diagonal arrow now connects c to g at the center between a and b. In the right graph, the vertical arrow that connects a and b remains the same, while the arrows labeled c and g now intersect near node b, with c extending diagonally downward to the left and g pointing to the right."
img_0139,"Fancy Styled Borders in LaTeX
 
 How to draw attractive Borders in LaTeX. A Sample image like this:","A page design with a central grid layout. In the top right corner, a blue floral ornament is placed. Centered in the upper half of the page, the title ""Ornaments"" is centered, followed below by the name ""Alain Metthes"" and the date ""August 15, 2024"" . Below is a large square grid centered, with each of its four corners decorated by identical red ornamental patterns. The patterns consist of curved, vine-like designs."
img_0140,Matrix Structure for the firm-level analysis,"The diagram is a panel structure with firms on the vertical axis, labeled from ""firm 1"" at the top to ""firm N"" at the bottom. The horizontal axis represents periods divided into 3 blocks labeled $r-2$, $r-1$ and $r$ arranged from left to right. Each block is subdivided into smaller boxes at the top, labeled ""Prod 1"", ""Prod 2"" and ""Prod 3"". The periods $r-2$ and $r-1$ are grouped under the heading ""Before"", while $r$ is labeled ""After"". In the top left corner of $r-2$ block is a small rectangle labeled $Y_{i(pt)}$."
img_0141,"Consider the marginal of the Gibbs state in the brown circle. For commuting Hamiltonians, this marginal is the Gibbs state of a Hamiltonian that is the boundary correction to the Hamiltonian strictly within the region.","The figure shows a rectangular grid of blue nodes connected by black lines and a light blue background. At the center of the grid is a green square labeled $h_l$, surrounded by a red circular region enclosed by a brown outline."
